SURVEYID,TAXON,FAMILY,SUM(TOTAL)
1003288,Epinephelus morio,Serranidae,1
1003288,Haemulon aurolineatum,Haemulidae,194
1003288,Haemulon carbonarium,Haemulidae,9
1003288,Haemulon flavolineatum,Haemulidae,375
1003288,Haemulon macrostomum,Haemulidae,19
1003288,Haemulon plumierii,Haemulidae,38
1003288,Haemulon sciurus,Haemulidae,128
1003288,Halichoeres bivittatus,Labridae,16
1003288,Halichoeres garnoti,Labridae,19
1003288,Halichoeres maculipinna,Labridae,38
1003288,Halichoeres radiatus,Labridae,6
1003288,Holacanthus bermudensis,Pomacanthidae,1
1003288,Kyphosus incisor,Kyphosidae,5
1003288,Lachnolaimus maximus,Labridae,2
1003288,Lutjanus apodus,Lutjanidae,20
1003288,Lutjanus griseus,Lutjanidae,8
1003288,Microspathodon chrysurus,Pomacentridae,43
1003288,Ocyurus chrysurus,Lutjanidae,4
1003288,Pareques acuminatus,Sciaenidae,7
1003288,Pomacanthus arcuatus,Pomacanthidae,1
1003288,Rhinesomus triqueter,Ostraciidae,1
1003288,Scarus guacamaia,Scaridae,4
1003288,Scarus iseri,Scaridae,62
1003288,Scarus taeniopterus,Scaridae,3
1003288,Scarus vetula,Scaridae,1
1003288,Sparisoma aurofrenatum,Scaridae,20
1003288,Sparisoma chrysopterum,Scaridae,5
1003288,Sparisoma viride,Scaridae,27
1003288,Stegastes fuscus,Pomacentridae,23
1003288,Stegastes leucostictus,Pomacentridae,26
1003288,Stegastes partitus,Pomacentridae,208
1003288,Stegastes planifrons,Pomacentridae,1
1003288,Stegastes variabilis,Pomacentridae,3
1003288,Thalassoma bifasciatum,Labridae,294
1003289,Abudefduf saxatilis,Pomacentridae,49
1003289,Acanthurus bahianus,Acanthuridae,11
1003289,Acanthurus coeruleus,Acanthuridae,18
1003289,Bodianus rufus,Labridae,1
1003289,Calamus calamus,Sparidae,1
1003289,Chaetodon capistratus,Chaetodontidae,1
1003289,Chaetodon ocellatus,Chaetodontidae,1
1003289,Coryphopterus glaucofraenum,Gobiidae,8
1003289,Haemulon aurolineatum,Haemulidae,380
1003289,Haemulon flavolineatum,Haemulidae,62
1003289,Haemulon plumierii,Haemulidae,133
1003289,Haemulon sciurus,Haemulidae,3
1003289,Halichoeres garnoti,Labridae,50
1003289,Halichoeres maculipinna,Labridae,17
1003289,Hypoplectrus unicolor,Serranidae,1
1003289,Lachnolaimus maximus,Labridae,5
1003289,Lutjanus synagris,Lutjanidae,6
1003289,Microspathodon chrysurus,Pomacentridae,7
1003289,Mycteroperca bonaci,Serranidae,1
1003289,Ocyurus chrysurus,Lutjanidae,30
1003289,Odontoscion dentex,Sciaenidae,110
1003289,Pomacanthus arcuatus,Pomacanthidae,1
1003289,Scarus iseri,Scaridae,259
1003289,Scomberomorus regalis,Scombridae,1
1003289,Sparisoma aurofrenatum,Scaridae,55
1003289,Sparisoma rubripinne,Scaridae,1
1003289,Sparisoma viride,Scaridae,33
1003289,Stegastes fuscus,Pomacentridae,38
1003289,Stegastes leucostictus,Pomacentridae,30
1003289,Stegastes partitus,Pomacentridae,8
1003289,Stegastes variabilis,Pomacentridae,56
1003289,Synodus intermedius,Synodontidae,2
1003289,Thalassoma bifasciatum,Labridae,53
1003290,Embiotoca lateralis,Embiotocidae,35
1003290,Hexagrammos decagrammus,Hexagrammidae,8
1003290,Jordania zonope,Cottidae,2
1003290,Ophiodon elongatus,Hexagrammidae,9
1003290,Rhacochilus vacca,Embiotocidae,4
1003290,Rhinogobiops nicholsii,Gobiidae,8
1003290,Sebastes caurinus,Sebastidae,17
1003290,Sebastes maliger,Sebastidae,7
1003291,Abudefduf saxatilis,Pomacentridae,44
1003291,Acanthurus bahianus,Acanthuridae,37
1003291,Acanthurus coeruleus,Acanthuridae,24
1003291,Bodianus rufus,Labridae,1
1003291,Canthigaster rostrata,Tetraodontidae,3
1003291,Chaetodon capistratus,Chaetodontidae,2
1003291,Coryphopterus glaucofraenum,Gobiidae,7
1003291,Haemulon flavolineatum,Haemulidae,72
1003291,Haemulon macrostomum,Haemulidae,10
1003291,Haemulon plumierii,Haemulidae,7
1003291,Haemulon sciurus,Haemulidae,10
1003291,Halichoeres bivittatus,Labridae,2
1003291,Halichoeres garnoti,Labridae,39
1003291,Halichoeres maculipinna,Labridae,53
1003291,Halichoeres radiatus,Labridae,3
1003291,Lachnolaimus maximus,Labridae,2
1003291,Malacoctenus triangulatus,Labrisomidae,2
1003291,Microspathodon chrysurus,Pomacentridae,11
1003291,Mycteroperca bonaci,Serranidae,1
1003291,Ocyurus chrysurus,Lutjanidae,11
1003291,Ophioblennius atlanticus,Blenniidae,1
1003291,Pareques acuminatus,Sciaenidae,2
1003291,Rypticus saponaceus,Serranidae,1
1003291,Scarus guacamaia,Scaridae,3
1003291,Scarus iseri,Scaridae,54
1003291,Scarus taeniopterus,Scaridae,19
1003291,Serranus tigrinus,Serranidae,2
1003291,Sparisoma aurofrenatum,Scaridae,53
1003291,Sparisoma viride,Scaridae,13
1003291,Stegastes diencaeus,Pomacentridae,4
1003291,Stegastes leucostictus,Pomacentridae,22
1003291,Stegastes partitus,Pomacentridae,354
1003291,Stegastes variabilis,Pomacentridae,4
1003291,Thalassoma bifasciatum,Labridae,370
1003629,Abudefduf saxatilis,Pomacentridae,6
1003629,Acanthurus bahianus,Acanthuridae,2
1003629,Acanthurus chirurgus,Acanthuridae,2
1003629,Acanthurus coeruleus,Acanthuridae,14
1003629,Anisotremus virginicus,Haemulidae,1
1003629,Calamus calamus,Sparidae,1
1003629,Canthidermis sufflamen,Balistidae,1
1003629,Chaetodon ocellatus,Chaetodontidae,1
1003629,Coryphopterus glaucofraenum,Gobiidae,2
1003629,Elacatinus oceanops,Gobiidae,3
1003629,Epinephelus morio,Serranidae,1
1003629,Haemulon flavolineatum,Haemulidae,1
1003629,Haemulon plumierii,Haemulidae,13
1003629,Halichoeres bivittatus,Labridae,124
1003629,Halichoeres maculipinna,Labridae,2
1003629,Halichoeres radiatus,Labridae,2
1003629,Holacanthus bermudensis,Pomacanthidae,1
1003629,Hypoplectrus gemma,Serranidae,3
1003629,Hypoplectrus unicolor,Serranidae,3
1003629,Lachnolaimus maximus,Labridae,5
1003629,Malacoctenus triangulatus,Labrisomidae,10
1003629,Mycteroperca bonaci,Serranidae,1
1003629,Ocyurus chrysurus,Lutjanidae,43
1003629,Parablennius marmoreus,Blenniidae,1
1003629,Pomacanthus arcuatus,Pomacanthidae,2
1003629,Scarus iseri,Scaridae,87
1003629,Sparisoma aurofrenatum,Scaridae,48
1003629,Sparisoma rubripinne,Scaridae,3
1003629,Sparisoma viride,Scaridae,1
1003629,Stegastes leucostictus,Pomacentridae,134
1003629,Stegastes planifrons,Pomacentridae,2
1003629,Stegastes variabilis,Pomacentridae,44
1003629,Thalassoma bifasciatum,Labridae,86
1003630,Abudefduf saxatilis,Pomacentridae,3
1003630,Acanthurus bahianus,Acanthuridae,2
1003630,Acanthurus coeruleus,Acanthuridae,8
1003630,Calamus calamus,Sparidae,1
1003630,Coryphopterus glaucofraenum,Gobiidae,2
1003630,Haemulon plumierii,Haemulidae,4
1003630,Halichoeres bivittatus,Labridae,133
1003630,Halichoeres garnoti,Labridae,1
1003630,Halichoeres maculipinna,Labridae,2
1003630,Hypoplectrus unicolor,Serranidae,1
1003630,Malacoctenus triangulatus,Labrisomidae,9
1003630,Ocyurus chrysurus,Lutjanidae,7
1003630,Scarus iseri,Scaridae,120
1003630,Sparisoma aurofrenatum,Scaridae,90
1003630,Sparisoma rubripinne,Scaridae,2
1003630,Sparisoma viride,Scaridae,5
1003630,Stegastes leucostictus,Pomacentridae,80
1003630,Stegastes partitus,Pomacentridae,1
1003630,Stegastes planifrons,Pomacentridae,1
1003630,Stegastes variabilis,Pomacentridae,28
1003630,Thalassoma bifasciatum,Labridae,45
1003631,Acanthurus bahianus,Acanthuridae,16
1003631,Acanthurus coeruleus,Acanthuridae,13
1003631,Apogon maculatus,Apogonidae,1
1003631,Calamus calamus,Sparidae,1
1003631,Canthigaster rostrata,Tetraodontidae,1
1003631,Chaetodon ocellatus,Chaetodontidae,2
1003631,Epinephelus morio,Serranidae,1
1003631,Gnatholepis thompsoni,Gobiidae,1
1003631,Haemulon plumierii,Haemulidae,16
1003631,Halichoeres bivittatus,Labridae,157
1003631,Halichoeres maculipinna,Labridae,2
1003631,Hypoplectrus gemma,Serranidae,1
1003631,Hypoplectrus unicolor,Serranidae,2
1003631,Lachnolaimus maximus,Labridae,1
1003631,Malacoctenus triangulatus,Labrisomidae,8
1003631,Monacanthus tuckeri,Monacanthidae,1
1003631,Mycteroperca bonaci,Serranidae,2
1003631,Ocyurus chrysurus,Lutjanidae,15
1003631,Parablennius marmoreus,Blenniidae,1
1003631,Scarus iseri,Scaridae,58
1003631,Sparisoma aurofrenatum,Scaridae,24
1003631,Sparisoma radians,Scaridae,2
1003631,Sparisoma viride,Scaridae,8
1003631,Stegastes leucostictus,Pomacentridae,81
1003631,Stegastes partitus,Pomacentridae,1
1003631,Stegastes planifrons,Pomacentridae,5
1003631,Stegastes variabilis,Pomacentridae,68
1003631,Thalassoma bifasciatum,Labridae,138
1003632,Acanthurus bahianus,Acanthuridae,15
1003632,Acanthurus coeruleus,Acanthuridae,4
1003632,Coryphopterus glaucofraenum,Gobiidae,4
1003632,Elacatinus oceanops,Gobiidae,2
1003632,Epinephelus morio,Serranidae,1
1003632,Gnatholepis thompsoni,Gobiidae,3
1003632,Haemulon plumierii,Haemulidae,15
1003632,Halichoeres bivittatus,Labridae,128
1003632,Halichoeres maculipinna,Labridae,1
1003632,Hypoplectrus gemma,Serranidae,2
1003632,Hypoplectrus unicolor,Serranidae,1
1003632,Malacoctenus triangulatus,Labrisomidae,6
1003632,Scarus iseri,Scaridae,60
1003632,Scorpaena plumieri,Scorpaenidae,1
1003632,Sparisoma aurofrenatum,Scaridae,44
1003632,Stegastes leucostictus,Pomacentridae,92
1003632,Stegastes planifrons,Pomacentridae,15
1003632,Stegastes variabilis,Pomacentridae,67
1003632,Thalassoma bifasciatum,Labridae,83
1003633,Abudefduf saxatilis,Pomacentridae,350
1003633,Acanthurus chirurgus,Acanthuridae,1
1003633,Acanthurus coeruleus,Acanthuridae,36
1003633,Anisotremus virginicus,Haemulidae,7
1003633,Apogon maculatus,Apogonidae,1
1003633,Bodianus rufus,Labridae,3
1003633,Carangoides ruber,Carangidae,263
1003633,Diplodus argenteus,Sparidae,4
1003633,Elacatinus oceanops,Gobiidae,7
1003633,Haemulon chrysargyreum,Haemulidae,800
1003633,Haemulon flavolineatum,Haemulidae,610
1003633,Haemulon macrostomum,Haemulidae,4
1003633,Haemulon parra,Haemulidae,75
1003633,Haemulon plumierii,Haemulidae,14
1003633,Haemulon sciurus,Haemulidae,373
1003633,Halichoeres bivittatus,Labridae,186
1003633,Holacanthus ciliaris,Pomacanthidae,6
1003633,Holocentrus adscensionis,Holocentridae,1
1003633,Kyphosus sectatrix,Kyphosidae,46
1003633,Lutjanus griseus,Lutjanidae,87
1003633,Malacoctenus triangulatus,Labrisomidae,4
1003633,Microspathodon chrysurus,Pomacentridae,16
1003633,Mycteroperca bonaci,Serranidae,2
1003633,Ocyurus chrysurus,Lutjanidae,136
1003633,Parablennius marmoreus,Blenniidae,1
1003633,Scarus iseri,Scaridae,39
1003633,Scarus vetula,Scaridae,5
1003633,Sparisoma aurofrenatum,Scaridae,4
1003633,Sparisoma viride,Scaridae,5
1003633,Sphyraena barracuda,Sphyraenidae,1
1003633,Stegastes adustus,Pomacentridae,5
1003633,Stegastes leucostictus,Pomacentridae,32
1003633,Stegastes planifrons,Pomacentridae,4
1003633,Stegastes variabilis,Pomacentridae,14
1003633,Thalassoma bifasciatum,Labridae,233
1003634,Abudefduf saxatilis,Pomacentridae,50
1003634,Acanthurus bahianus,Acanthuridae,4
1003634,Acanthurus coeruleus,Acanthuridae,13
1003634,Anisotremus virginicus,Haemulidae,1
1003634,Carangoides bartholomaei,Carangidae,2
1003634,Carangoides ruber,Carangidae,31
1003634,Elacatinus oceanops,Gobiidae,3
1003634,Haemulon carbonarium,Haemulidae,93
1003634,Haemulon chrysargyreum,Haemulidae,3
1003634,Haemulon flavolineatum,Haemulidae,17
1003634,Haemulon macrostomum,Haemulidae,9
1003634,Haemulon parra,Haemulidae,5
1003634,Haemulon plumierii,Haemulidae,9
1003634,Haemulon sciurus,Haemulidae,9
1003634,Halichoeres bivittatus,Labridae,614
1003634,Halichoeres maculipinna,Labridae,6
1003634,Holacanthus bermudensis,Pomacanthidae,1
1003634,Holacanthus ciliaris,Pomacanthidae,1
1003634,Kyphosus sectatrix,Kyphosidae,9
1003634,Lutjanus griseus,Lutjanidae,15
1003634,Malacoctenus macropus,Labrisomidae,1
1003634,Malacoctenus triangulatus,Labrisomidae,2
1003634,Microspathodon chrysurus,Pomacentridae,2
1003634,Muraena spp.,Muraenidae,1
1003634,Mycteroperca bonaci,Serranidae,1
1003634,Ocyurus chrysurus,Lutjanidae,31
1003634,Scarus vetula,Scaridae,1
1003634,Scomberomorus regalis,Scombridae,1
1003634,Sparisoma aurofrenatum,Scaridae,1
1003634,Sparisoma rubripinne,Scaridae,1
1003634,Sphyraena barracuda,Sphyraenidae,1
1003634,Stegastes adustus,Pomacentridae,11
1003634,Stegastes leucostictus,Pomacentridae,11
1003634,Stegastes variabilis,Pomacentridae,13
1003634,Thalassoma bifasciatum,Labridae,38
1003635,Abudefduf saxatilis,Pomacentridae,160
1003635,Acanthurus bahianus,Acanthuridae,2
1003635,Acanthurus coeruleus,Acanthuridae,7
1003635,Anisotremus virginicus,Haemulidae,1
1003635,Carangoides ruber,Carangidae,361
1003635,Chromis multilineata,Pomacentridae,4
1003635,Coryphopterus glaucofraenum,Gobiidae,1
1003635,Gymnothorax spp.,Muraenidae,1
1003635,Haemulon carbonarium,Haemulidae,8
1003635,Haemulon flavolineatum,Haemulidae,2
1003635,Haemulon plumierii,Haemulidae,3
1003635,Haemulon sciurus,Haemulidae,2
1003635,Halichoeres bivittatus,Labridae,392
1003635,Halichoeres garnoti,Labridae,2
1003635,Halichoeres maculipinna,Labridae,1
1003635,Heteropriacanthus cruentatus,Priacanthidae,1
1003635,Holacanthus bermudensis,Pomacanthidae,2
1003635,Holacanthus ciliaris,Pomacanthidae,2
1003635,Kyphosus sectatrix,Kyphosidae,16
1003635,Lutjanus griseus,Lutjanidae,63
1003635,Malacoctenus triangulatus,Labrisomidae,3
1003635,Microspathodon chrysurus,Pomacentridae,9
1003635,Ocyurus chrysurus,Lutjanidae,649
1003635,Parablennius marmoreus,Blenniidae,1
1003635,Scarus vetula,Scaridae,5
1003635,Sparisoma aurofrenatum,Scaridae,7
1003635,Sparisoma viride,Scaridae,1
1003635,Stegastes leucostictus,Pomacentridae,30
1003635,Stegastes variabilis,Pomacentridae,33
1003635,Thalassoma bifasciatum,Labridae,220
1003636,Abudefduf saxatilis,Pomacentridae,238
1003636,Acanthostracion quadricornis,Ostraciidae,1
1003636,Acanthurus bahianus,Acanthuridae,4
1003636,Acanthurus coeruleus,Acanthuridae,13
1003636,Carangoides ruber,Carangidae,489
1003636,Chromis multilineata,Pomacentridae,6
1003636,Coryphopterus glaucofraenum,Gobiidae,4
1003636,Echeneis naucrates,Echeneidae,1
1003636,Haemulon flavolineatum,Haemulidae,85
1003636,Haemulon macrostomum,Haemulidae,1
1003636,Haemulon parra,Haemulidae,25
1003636,Haemulon plumierii,Haemulidae,13
1003636,Haemulon sciurus,Haemulidae,22
1003636,Halichoeres bivittatus,Labridae,369
1003636,Halichoeres radiatus,Labridae,2
1003636,Heteropriacanthus cruentatus,Priacanthidae,1
1003636,Holacanthus bermudensis,Pomacanthidae,2
1003636,Holacanthus ciliaris,Pomacanthidae,3
1003636,Holocentrus adscensionis,Holocentridae,1
1003636,Kyphosus sectatrix,Kyphosidae,10
1003636,Lachnolaimus maximus,Labridae,1
1003636,Lutjanus analis,Lutjanidae,1
1003636,Lutjanus griseus,Lutjanidae,60
1003636,Malacoctenus triangulatus,Labrisomidae,4
1003636,Microspathodon chrysurus,Pomacentridae,8
1003636,Mulloidichthys martinicus,Mullidae,22
1003636,Ocyurus chrysurus,Lutjanidae,410
1003636,Scarus iseri,Scaridae,27
1003636,Scarus vetula,Scaridae,5
1003636,Scomberomorus regalis,Scombridae,1
1003636,Sparisoma aurofrenatum,Scaridae,14
1003636,Sparisoma rubripinne,Scaridae,1
1003636,Sparisoma viride,Scaridae,8
1003636,Sphyraena barracuda,Sphyraenidae,1
1003636,Stegastes adustus,Pomacentridae,1
1003636,Stegastes leucostictus,Pomacentridae,49
1003636,Stegastes planifrons,Pomacentridae,6
1003636,Stegastes variabilis,Pomacentridae,56
1003636,Thalassoma bifasciatum,Labridae,180
1003637,Acanthurus coeruleus,Acanthuridae,28
1003637,Aulostomus maculatus,Aulostomidae,1
1003637,Bodianus rufus,Labridae,2
1003637,Canthigaster rostrata,Tetraodontidae,14
1003637,Cephalopholis cruentata,Serranidae,3
1003637,Chaetodon capistratus,Chaetodontidae,1
1003637,Chromis cyanea,Pomacentridae,140
1003637,Chromis multilineata,Pomacentridae,16
1003637,Clepticus parrae,Labridae,46
1003637,Gerres cinereus,Gerreidae,1
1003637,Gramma loreto,Grammatidae,13
1003637,Haemulon macrostomum,Haemulidae,2
1003637,Haemulon sciurus,Haemulidae,11
1003637,Halichoeres bivittatus,Labridae,20
1003637,Halichoeres garnoti,Labridae,8
1003637,Holacanthus ciliaris,Pomacanthidae,2
1003637,Holocentrus adscensionis,Holocentridae,18
1003637,Kyphosus sectatrix,Kyphosidae,1
1003637,Lutjanus apodus,Lutjanidae,5
1003637,Myripristis jacobus,Holocentridae,3
1003637,Neoniphon marianus,Holocentridae,9
1003637,Pseudupeneus maculatus,Mullidae,3
1003637,Pterois volitans,Scorpaenidae,2
1003637,Scarus iseri,Scaridae,51
1003637,Scarus taeniopterus,Scaridae,85
1003637,Scarus vetula,Scaridae,6
1003637,Sparisoma aurofrenatum,Scaridae,52
1003637,Sparisoma viride,Scaridae,44
1003637,Stegastes adustus,Pomacentridae,12
1003637,Stegastes diencaeus,Pomacentridae,2
1003637,Stegastes partitus,Pomacentridae,18
1003637,Stegastes planifrons,Pomacentridae,55
1003637,Stegastes variabilis,Pomacentridae,20
1003637,Thalassoma bifasciatum,Labridae,140
1003638,Acanthurus coeruleus,Acanthuridae,53
1003638,Aulostomus maculatus,Aulostomidae,1
1003638,Bodianus rufus,Labridae,8
1003638,Canthigaster rostrata,Tetraodontidae,69
1003638,Carangoides ruber,Carangidae,1
1003638,Cephalopholis cruentata,Serranidae,5
1003638,Chaetodon capistratus,Chaetodontidae,4
1003638,Chromis cyanea,Pomacentridae,360
1003638,Chromis multilineata,Pomacentridae,42
1003638,Clepticus parrae,Labridae,80
1003638,Coryphopterus personatus,Gobiidae,6
1003638,Haemulon flavolineatum,Haemulidae,6
1003638,Holacanthus tricolor,Pomacanthidae,1
1003638,Holocentrus rufus,Holocentridae,3
1003638,Hypoplectrus aberrans,Serranidae,3
1003638,Kyphosus sectatrix,Kyphosidae,3
1003638,Mycteroperca tigris,Serranidae,1
1003638,Neoniphon marianus,Holocentridae,7
1003638,Pseudupeneus maculatus,Mullidae,1
1003638,Scarus iseri,Scaridae,52
1003638,Scarus taeniopterus,Scaridae,15
1003638,Scarus vetula,Scaridae,1
1003638,Sparisoma aurofrenatum,Scaridae,15
1003638,Sparisoma rubripinne,Scaridae,1
1003638,Sparisoma viride,Scaridae,26
1003638,Stegastes adustus,Pomacentridae,82
1003638,Stegastes diencaeus,Pomacentridae,27
1003638,Stegastes partitus,Pomacentridae,22
1003638,Stegastes planifrons,Pomacentridae,134
1003638,Thalassoma bifasciatum,Labridae,123
1003639,Abudefduf saxatilis,Pomacentridae,1
1003639,Acanthurus chirurgus,Acanthuridae,4
1003639,Acanthurus coeruleus,Acanthuridae,20
1003639,Bodianus rufus,Labridae,19
1003639,Canthigaster rostrata,Tetraodontidae,6
1003639,Cephalopholis cruentata,Serranidae,3
1003639,Chaetodon capistratus,Chaetodontidae,3
1003639,Chromis cyanea,Pomacentridae,93
1003639,Chromis multilineata,Pomacentridae,12
1003639,Clepticus parrae,Labridae,13
1003639,Gramma loreto,Grammatidae,13
1003639,Haemulon flavolineatum,Haemulidae,1
1003639,Haemulon sciurus,Haemulidae,1
1003639,Holocentrus rufus,Holocentridae,3
1003639,Kyphosus sectatrix,Kyphosidae,1
1003639,Lactophrys bicaudalis,Ostraciidae,1
1003639,Lutjanus analis,Lutjanidae,1
1003639,Lutjanus apodus,Lutjanidae,1
1003639,Mulloidichthys martinicus,Mullidae,6
1003639,Neoniphon marianus,Holocentridae,4
1003639,Scarus iseri,Scaridae,88
1003639,Scarus taeniopterus,Scaridae,26
1003639,Scarus vetula,Scaridae,6
1003639,Sparisoma viride,Scaridae,21
1003639,Sphyraena barracuda,Sphyraenidae,1
1003639,Stegastes adustus,Pomacentridae,23
1003639,Stegastes diencaeus,Pomacentridae,22
1003639,Stegastes leucostictus,Pomacentridae,34
1003639,Stegastes partitus,Pomacentridae,10
1003639,Stegastes planifrons,Pomacentridae,84
1003639,Thalassoma bifasciatum,Labridae,363
1003640,Abudefduf saxatilis,Pomacentridae,3
1003640,Acanthurus bahianus,Acanthuridae,1
1003640,Acanthurus coeruleus,Acanthuridae,17
1003640,Canthigaster rostrata,Tetraodontidae,8
1003640,Chaetodon capistratus,Chaetodontidae,2
1003640,Chromis cyanea,Pomacentridae,200
1003640,Chromis multilineata,Pomacentridae,13
1003640,Clepticus parrae,Labridae,194
1003640,Coryphopterus personatus,Gobiidae,100
1003640,Elacatinus genie,Gobiidae,1
1003640,Gramma loreto,Grammatidae,93
1003640,Haemulon flavolineatum,Haemulidae,2
1003640,Halichoeres garnoti,Labridae,88
1003640,Halichoeres maculipinna,Labridae,4
1003640,Heteropriacanthus cruentatus,Priacanthidae,1
1003640,Holacanthus tricolor,Pomacanthidae,1
1003640,Holocentrus rufus,Holocentridae,4
1003640,Hypoplectrus guttavarius,Serranidae,1
1003640,Hypoplectrus indigo,Serranidae,1
1003640,Hypoplectrus nigricans,Serranidae,2
1003640,Hypoplectrus unicolor,Serranidae,2
1003640,Inermia vittata,Inermiidae,11
1003640,Lutjanus apodus,Lutjanidae,1
1003640,Melichthys niger,Balistidae,5
1003640,Myripristis jacobus,Holocentridae,2
1003640,Pomacanthus arcuatus,Pomacanthidae,1
1003640,Pterois volitans,Scorpaenidae,1
1003640,Scarus iseri,Scaridae,101
1003640,Sparisoma aurofrenatum,Scaridae,7
1003640,Sparisoma viride,Scaridae,65
1003640,Stegastes leucostictus,Pomacentridae,6
1003640,Stegastes planifrons,Pomacentridae,55
1003640,Synodus intermedius,Synodontidae,1
1003640,Thalassoma bifasciatum,Labridae,369
1003641,Acanthurus bahianus,Acanthuridae,1
1003641,Acanthurus coeruleus,Acanthuridae,4
1003641,Canthigaster rostrata,Tetraodontidae,9
1003641,Carangoides ruber,Carangidae,12
1003641,Cephalopholis cruentata,Serranidae,1
1003641,Cephalopholis fulva,Serranidae,1
1003641,Chaetodon capistratus,Chaetodontidae,2
1003641,Chromis cyanea,Pomacentridae,134
1003641,Chromis multilineata,Pomacentridae,6
1003641,Clepticus parrae,Labridae,33
1003641,Coryphopterus personatus,Gobiidae,60
1003641,Elacatinus prochilos,Gobiidae,4
